MESSAGE;isAbusiveOriginally;isAbusiveInquirer;isAbusiveEmpath;isAbusiveOR
Muslims have privileges that we do not have.;1;0;0;0
There are too many differences between Muslims and us, for example Muslims have different laws from us.;1;1;0;1
It is one law for Muslims and another law for us.;1;0;0;0
Muslims have privileges that we do not have.;1;0;0;0
There are too many differences between Muslims and us, for example Muslims have different laws from us.;1;1;0;1
It is one law for Muslims and another law for us.;1;0;1;1
Muslims have privileges that we do not have.;1;0;0;0
There are too many differences between Muslims and us, for example Muslims have different laws from us.;1;1;0;1
It is one law for Muslims and another law for us.;1;0;0;0
Muslims have privileges that we do not have.;1;0;0;0
There are too many differences between Muslims and us, for example Muslims have different laws from us.;1;1;0;1
It is one law for Muslims and another law for us.;1;0;0;0
Muslims have privileges that we do not have.;1;0;0;0
There are too many differences between Muslims and us, for example Muslims have different laws from us.;1;1;1;1
It is one law for Muslims and another law for us.;1;0;0;0
Muslims have privileges that we do not have.;1;0;0;0
There are too many differences between Muslims and us, for example Muslims have different laws from us.;1;1;0;1
Islam is the greatest threat to Western civilisation.;1;1;0;1
Our western civilisation risks to be destroyed by islam.;1;0;0;0
The western society is in danger, because of the islamic menace.;1;1;1;1
Islam is the greatest threat to Western civilisation.;1;1;0;1
Our western civilisation risks to be destroyed by islam.;1;0;1;1
The western society is in danger, because of the islamic menace.;1;1;0;1
Islam is the greatest threat to Western civilisation.;1;1;1;1
Our western civilisation risks to be destroyed by islam.;1;0;0;0
The western society is in danger, because of the islamic menace.;1;1;0;1
Islam is the greatest threat to Western civilisation.;1;1;1;1
Our western civilisation risks to be destroyed by islam.;1;0;0;0
The western society is in danger, because of the islamic menace.;1;1;0;1
Islam is the greatest threat to Western civilisation.;1;1;1;1
Our western civilisation risks to be destroyed by islam.;1;0;0;0
The western society is in danger, because of the islamic menace.;1;1;0;1
Islam is the greatest threat to Western civilisation.;1;1;0;1
Our western civilisation risks to be destroyed by islam.;1;0;0;0
The western society is in danger, because of the islamic menace.;1;1;0;1
Islam is the greatest threat to Western civilisation.;1;1;1;1
Our western civilisation risks to be destroyed by islam.;1;0;0;0
The western society is in danger, because of the islamic menace.;1;1;0;1
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;1;1
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;1;1
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;1;1
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;1;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;1;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;1;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;1;1
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;1;1
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.;1;0;0;0
Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.;1;1;0;1
You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.;1;0;0;0
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;1;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;0;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;0;1
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;1;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;1;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;1;1
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;0;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;0;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;0;1
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;0;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;0;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;0;1
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;0;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;0;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;0;1
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;1;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;0;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;0;1
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;0;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;0;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;0;1
Islam - Silence is tacit acceptance. Raise your voice before it is too late!;1;1;1;1
If we do not stand up against Islam they will consider our silence as a way of acceptance!;1;1;0;1
Islam - if we do not speak now, in a short time our words will be useless.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;1;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;1;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;1;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;1;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;0;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;1;1
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.;1;1;0;1
We need to kill Muslims, otherwise, they will make us explode!;1;1;1;1
We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.;1;1;0;1
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;1;1
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;1;1
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;1;1
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;1;1
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;1;1
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;0;0
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;1;1
Muslims are not civilised and Europe does not want them.;1;0;0;0
Muslims have no place in civilised Europe.;1;0;1;1
Europe is civilised, Muslims should not stay there.;1;0;0;0
Muslims are not civilised and Europe does not want them.;1;0;1;1
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;1;1
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;1;1
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;1;1
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;1;1
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;1;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;1;1
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;1;1
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;0;0
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;1;1
All Muslims should be deported, no one wants them here.;1;0;0;0
We should expel Muslims, everyone wants them out of the country.;1;1;0;1
Muslims should be taken away from our country because they aren't accepted by anyone.;1;0;1;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;0;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;0;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;0;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;0;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;0;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;1;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;1;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;0;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;0;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;1;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;1;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;0;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?;1;1;0;1
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?;1;1;0;1
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.;1;1;0;1
