neg_bool,neut_bool,pos_bool,semeval_id,sentiment_num,sentiment_orig,source,text,tweet_id
0,1,0,T15113991,0,neutral,Semeval-train,QB Christian Ponder was taken with the 12th pick in the #2011Draft. Picked before QB's Andy Dalton &amp; Colin Kaepernick http://t.co/cwLo9kO7f6,519658184437288960
0,0,1,T15113992,1,positive,Semeval-train,The most unheralded competitive England international of all time? MT @RobHarris:England-San Marino in the Thursday night Europa League slot,520278757282963456
1,0,0,T15113994,-1,negative,Semeval-train,@SHAIKHRASHIDAHM saying that @pmln_org  will not complete their tenure in Parliament. does he think they will resign? well that will b a 1st,522769883738558464
1,0,0,T15113997,-1,negative,Semeval-train,Brian Cushing may want to retire after missing that tackle.,520404792028323840
0,1,0,T15114005,0,neutral,Semeval-train,"finally the term of Ruto as president ends tomorrow, dont worry @Ruto you were not elected but selected",519907242909630464
0,1,0,T15114009,0,neutral,Semeval-train,"Delhi Police said that the fresh report submitted by AIIMS doctors..
More info -
http://t.co/pqbE0Tujg4",520909318397255680
0,1,0,T15114010,0,neutral,Semeval-train,"Friday Random Travel Facts - did you know.......

1. Dying is illegal in the Houses of Parliament in England!

2.... http://t.co/PYEUJIGTPL",522877285301751808
1,0,0,T15114012,-1,negative,Semeval-train,Won't be able to see @Nashgrier 's new video with Skylynn until tomorrow now that I have to go to sleep cause I have stupid college tomorrow,520311903915364352
0,1,0,T15114019,0,neutral,Semeval-train,Don't forget to sign up for the DC Walk to End HIV taking place next Saturday from 8:00 - 11:00 AM. Register here: https://t.co/W4gf8wBRuN,522542150131933184
0,0,1,T15114021,1,positive,Semeval-train,"You may not like his football, but Christian ponder just did something really cool #lululemon",522225008018333696
0,1,0,T15114024,0,neutral,Semeval-train,@AustinMahone I know its not October 3rd but I'm going to Disney world so if you wanna come on down come on down!,522942019841179648
0,1,0,T15114027,0,neutral,Semeval-train,Tune in to 104.1FM at 7pm to hear the best of Friday Night Lights football coverage of Neodesha at Fredonia with Jeff Carpenter on the mic!,523085134934065152
0,0,1,T15114034,1,positive,Semeval-train,Looking forward to seeing what's going to happen in #Lesotho tomorrow...Parliament is opening...Fact&gt;governments of coalition don't work,522826818701631488
0,1,0,T15114041,0,neutral,Semeval-train,Sunanda Pushkar's son Shiv Pushkar Menon on Saturday asked the Delhi Police to conclude the inquiry into his mother's death expeditiously...,520949726821482496
1,0,0,T15114044,-1,negative,Semeval-train,.@realDonaldTrump Katy perry may have married Russell Brand but at least she doesn't have a wig made out of straw you fuckin jamoke,522907229054586880
1,0,0,T15114047,-1,negative,Semeval-train,James Franklin will have some 10 and 11 win seasons here but starting to think he isn't particularly good at the 'Saturday' part of his job.,521162573572743168
0,1,0,T15114049,0,neutral,Semeval-train,PM Narendra Modi to Address Top Military Commanders on Friday http://t.co/gwYkTXoTO6 Prime Minister Narendra Modi will interact with th...,522754083963543552
0,1,0,T15114054,0,neutral,Semeval-train,West Indies to pull out of India tour - 4th ODI in Dharamsala will be their last game of the series #BCCI #INDvsWI,523071585499250688
1,0,0,T15114057,-1,negative,Semeval-train,@MattRHinton no one should care why Jameis may still be the best player in CFB. It's a completely moot point in context of current scandal,522914321395769344
0,1,0,T15114060,0,neutral,Semeval-train,@armaan_07 cont1.. Gandhi has contacted you and collected the documents. You may contact him on  9310404065 for further status of.. cont2,522614138162651136
0,1,0,T15114061,0,neutral,Semeval-train,"Jenson Button may be at top of motorsport, but he is affected by career uncertainty at McLaren http://t.co/880DKOgXv7 http://t.co/GSyYH7VB6K",521968954039103488
1,0,0,T15114064,-1,negative,Semeval-train,"""@timesnow: West Indies players to fly back on their own expense after the 4th ODI in Dharamsala""RT WHY DID THEY COME?#",523078005262807040
0,0,1,T15114066,1,positive,Semeval-train,Schedule for tomorrow is further proof that @runningstartDC is the greatest organization ever. White House here we come! #womeninpolitics,522970092259532800
0,0,1,T15114070,1,positive,Semeval-train,Be sure to look for Nash's new video with Skylynn tomorrow #NashNewVideo love you @Nashgrier,520019969804095488
0,0,1,T15114073,1,positive,Semeval-train,I won the 2nd Star in my McLaren 12C in #CSRRacing #RaceYourFriends. Download FREE! http://t.co/M6sCzjXpes,522930034139758592
0,0,1,T15114075,1,positive,Semeval-train,Excited about going to UCLA tomorrow!  Bus leaves at 4:30. Bring $ for food. Bring a sweatshirt.,522964325276090368
0,0,1,T15114080,1,positive,Semeval-train,"2010 City have their best ever Premiership season, finishing 5th, qualifying for the Europa League and reaching the League Cup semi final.",522473441870745600
1,0,0,T15114085,-1,negative,Semeval-train,#SuperKamiFantasyGuru not likin this Zimmer u just SAID that Asiata was DEMOTED after Sun. GAME MAKE UP UR DAMN MIND http://t.co/p5OgO4W2DL,522631983378087936
0,1,0,T15114091,0,neutral,Semeval-train,"Wildcat Football v Lloyd at home tonight at 7:30. Be there for Friday Night Lights &amp; stay for 5th Q afterwards with laser tag, joust, &amp; more",523073189392711680
0,1,0,T15114092,0,neutral,Semeval-train,"I'm going to disney world, october 3.",522929523705143296
0,0,1,T15114094,1,positive,Semeval-train,James Franklin just took a TO on 4th and 32 to take a safety down 3. I don't have the words. #geniuscoach,521121404716998656
0,1,0,T15114098,0,neutral,Semeval-train,PM had invited 8ppl who weren't from politics &amp; I was the 9th he invited : Shashi Tharoor on PM inviting him to join Swachh Bharat campaign,519397071653072896
0,0,1,T15114108,1,positive,Semeval-train,Rick Nash!! 5th goal for the new baby McLaren!! 1-0 #NYR,522165058743574528
0,1,0,T15114115,0,neutral,Semeval-train,PROUD ppts on the deferred #PrEP arm may be able to start taking Truvada for the prevention of HIV within 4-8 weeks http://t.co/RyMHk5ORep,522778370892111872
0,0,1,T15114117,1,positive,Semeval-train,I won the 2nd Star in my McLaren 12C in #CSRRacing #RaceYourFriends. Download FREE! http://t.co/GeLxpwWu3F ez,522523708926464000
1,0,0,T15114124,-1,negative,Semeval-train,"@alonsonum1 @McLarenF1 He said it was really obvious when it happens, rumour mill to one side is McLaren obvious? I thought he may go back",521781381933068288
0,1,0,T15114125,0,neutral,Semeval-train,Dwayne Allen destroyed Brian Cushing on the 1st down run. Such a complete TE. https://t.co/dlSGypVEOy,520388268459048960
0,1,0,T15114131,0,neutral,Semeval-train,"Fire it up. We will be posting free picks here for the next couple weeks. 5 NFL picks will be up Saturday, some CFB plays this wk as well",523024982931410944
1,0,0,T15114133,-1,negative,Semeval-train,Friday's are so hard cause you can't go on anything without almost finding out what happens in TVD,523029960773365760
0,1,0,T15114143,0,neutral,Semeval-train,If we do not qualify for the next round of the ucl we better finish 4th in the group..Europa league is a no,522672271358717952
0,0,1,T15114148,1,positive,Semeval-train,@crosswordsla needs vols this Sat. @ UCLA. Email info@readingtokids.org if you can help. Free lunch for full day! http://t.co/3ZNDmuXOpd,522918479993638912
0,1,0,T15114155,0,neutral,Semeval-train,#OTD 16 October 1834 Fire destroyed a large part of the Houses of Parliament in London. @UKParliament @EnglishHeritage,522697282148663296
0,1,0,T15114156,0,neutral,Semeval-train,Bassi joins cleanliness drive: Delhi Police Commissioner B.S. Bassi on Saturday described the Swachh Bharat... http://t.co/t8jccLrVCh,518656351463936000
1,0,0,T15114157,-1,negative,Semeval-train,everything hurts and we're leaving to go to the White House at 8:30 AM with plans for 9 hours after and my body may actually collapse,522973820513038336
1,0,0,T15114160,-1,negative,Semeval-train,"Really Stoops, run the ball on 3rd and 21? Overpaid and under produce,",520997365462102016
0,0,1,T15114162,1,positive,Semeval-train,That's it for tonight folks on F1 tech. Im out tomorrow at DMG Mori technical center for a day. Rebull and Mclaren are there. Exited.,522130569183121408
0,1,0,T15114164,0,neutral,Semeval-train,BREAKING NEWS: Martinez leaves Everton after Europa League exit and sitting 12th in table. Immediately agrees deal with Hull. @DanTheManD12,522549069823365120
0,1,0,T15114165,0,neutral,Semeval-train,Should have stuck with my gut &amp; sat Asiata. Thus concludes my weekly tweet about Matthew Asiata.,521379438270099456
0,0,1,T15114168,1,positive,Semeval-train,Thursday nights are the best. Why? The Originals and Vampire Diaries with my two best lady loves.,522775786303270912
0,1,0,T15114174,0,neutral,Semeval-train,A mistake on NFL injury report initially said Brian Cushing would be out vs Indy on Thursday. He just didn't participate in today's practice,519275360244867072
0,0,1,T15114175,1,positive,Semeval-train,First time going to Disney world tomorrow.  Woop woop:),522983118954049536
1,0,0,T15114177,-1,negative,Semeval-train,"How long should I still wait 2 see the 3rd episode of TVD??I AM DYING!!You people who deal with loading the episodes, could u pls hurry up??",523064767427395584
0,0,1,T15114184,1,positive,Semeval-train,"Global tech major Cisco chairman John Chambers on Friday said, Narendra Modi is going to be great leader. He... http://t.co/whMNvx6o5d",523094855308681216
0,1,0,T15114187,0,neutral,Semeval-train,@WonderLilly To extend the first one a bit further out: Lenny Kravitz's 1st cousin once-removed is Al Roker of the Today Show.,520947796254281728
0,0,1,T15114189,1,positive,Semeval-train,I am just unbelievably excited to be leaving tomorrow for Green Bay. Like Disney World and a Caribbean vacation rolled into one. LOL,522919280804130816
0,1,0,T15114191,0,neutral,Semeval-train,@ngo_tw14 haven't started! I've been too caught up in TVD but since I finished that I'll probably start it tomorrow,522945203922284544
0,1,0,T15114202,0,neutral,Semeval-train,West Indies players to fly back on their own expense after the 4th ODI in Dharamsala (TimesNow),523071168341753856
1,0,0,T15114213,-1,negative,Semeval-train,"Teddy Bridgewater is the 3rd most shown QB during games, but my guess is this largely influenced by the TNF horror with Christian Ponder.",522772455686152192
1,0,0,T15114215,-1,negative,Semeval-train,Not feeling James Franklin right now tbh. 4th down wildcat isn't my style. Will wait for his recruits though bc that's what he's best at.,521164986270638080
0,0,1,T15114219,1,positive,Semeval-train,I'm so excited for Nash's new video tomorrow with Skylynn,519964976346189824
0,0,1,T15114221,1,positive,Semeval-train,"The Wildcats host Hart County at home, and it's Senior Night tonight.  Those Friday Night Lights will be bright.  #WeAreEC",523091081852764160
1,0,0,T15114223,-1,negative,Semeval-train,"Local concert promoters C3 Presents may be sold. Could this be the last truly AUSTIN City Limits Festival?
http://t.co/I2QGi0MnIJ",519559327632207872
0,1,0,T15114225,0,neutral,Semeval-train,"@bomani_jones Christian Ponder is the Vikes 3rd string QB, what is the Texans excuse?",520383328663646208
0,0,1,T15114227,1,positive,Semeval-train,I cried like a baby the 2nd episode of TVD season 6.,522931190307627008
0,0,1,T15114229,1,positive,Semeval-train,"Watching 
Annabelle tonight,
Sorabh Pant and Sahil Shah tomorrow. 
Good weekend plans.",523082871402024960
0,0,1,T15114231,1,positive,Semeval-train,Counter-attack and UCLA reclaims the lead. It's 2-1 in the 25th minute. Goals galore so far.,522923353665830912
0,0,1,T15114235,1,positive,Semeval-train,Gonna watch Annabelle tomorrow with these awesome people @GRANDE0RE0 @FarrahFikkeri @annietang113 Can't wait to scream my lungs out!!!!,523030760651907072
0,1,0,T15114240,0,neutral,Semeval-train,"Finally going to get my haircut tomorrow, gonna go with the Brian Cushing look lol.",521502268261412864
0,0,1,T15114241,1,positive,Semeval-train,whole day tomorrow eh? nahh imma go straight to sm and watch annabelle lol,523077721551695872
0,1,0,T15114243,0,neutral,Semeval-train,@TomFornelli @InTheBleachers @McShay13 I'd prob say 3rd or 4th. All it takes is 1 team to fall in love tho. See EJ Manuel &amp; Christian Ponder,522467792734674944
0,0,1,T15114245,1,positive,Semeval-train,Happy to know that Delhi Police had found today the missing girl from India gate on 28 sept 2014,518817885389463552
0,1,0,T15114247,0,neutral,Semeval-train,@DanGreenspan who do you have this Saturday UDUB or DUCKS,522913879660437504
0,1,0,T15114248,0,neutral,Semeval-train,"India vs West Indies 4th ODI at Dharamsala: Ajinkya Rahane out for 68: Oct 17, 2014 India lost the wicket of A... http://t.co/YAGPOppAj3",523067878656864256
0,1,0,T15114249,0,neutral,Semeval-train,Photo: October 2: New photo of Justin with Lenny Kravitz at L'Arc. http://t.co/FIzC3ytTMH/s/AZXw,521532002567065600
0,1,0,T15114252,0,neutral,Semeval-train,".@JMHSports1 NFL &amp; CFB - Thurs. 10/16/14.  
TEAM BRANDES went 2-0 Tues with their CFB selections. 
GET THURS PLAYS
http://t.co/CKlAOG1mMr",522593970132901888
0,1,0,T15114253,0,neutral,Semeval-train,my little brother just told me that they're watching annabelle tomorrow but I told him that I already watched it,523075881988669440
1,0,0,T15114254,-1,negative,Semeval-train,England on a Thursday night? Even the FA has realised we are only good enough for the Europa League.,520278609555369984
0,0,1,T15114259,1,positive,Semeval-train,"Rodgers: If I wanted to go with the same team on Sunday and Wednesday I could do that. #lfc

Go with d same team",523100851330908160
0,1,0,T15114260,0,neutral,Semeval-train,We have released a 5* NFL + 3* CFB pick for tonight grab our Weekend subscribtion for $49.99 for picks from Thu-Mon http://t.co/NKGdxmFLZ7,522869157915025408
0,1,0,T15114261,0,neutral,Semeval-train,Live as if you were to die tomorrow. Learn as if you were to live forever ? Gandhi #QUOTE,522835787843260416
0,0,1,T15114262,1,positive,Semeval-train,"Narendra Modi accelerates economic reform drive
Financial Times
Writing in the Financial Times in April, Mr... http://t.co/Whg3hEXBzj",522777910193954816
1,0,0,T15114266,-1,negative,Semeval-train,@VJ_Ostrowski Rodgers makes no memorable plays. By the host. Same QB who won the division on a 4th down heave in the last seconds.,522860868891979776
1,0,0,T15114269,-1,negative,Semeval-train,"Unfortunately, Magic TV will be delayed until tomorrow, due to issues with the T1 here at CFB studios. We... http://t.co/wW4z3Zpbgv",522563906464518144
0,0,1,T15114272,1,positive,Semeval-train,"Ears in heaven listening to Lenny Kravitz #Strut loving it, enjoyed his work since I 1st heard Mr Cab Driver",521740134480625664
0,1,0,T15114276,0,neutral,Semeval-train,Tomorrow I must ghost ride tha whip wit  Lenny Kravitz on the replay,519935061828059136
0,0,1,T15114277,1,positive,Semeval-train,"Expect to see the new McLaren 650S GT3 to make a debut appearance at the 2014 Gulf 12 Hour race, 12-13 December.... http://t.co/dTRq0qvon9",521490362939244544
0,0,1,T15114279,1,positive,Semeval-train,@HMOIndia May kindly undertake the exercise of upgrading Delhi Police by inducting chopper service for patrolling &amp; security etc...,518274385413545984
1,0,0,T15114282,-1,negative,Semeval-train,"@bleughqueen666 no butt fucking sorry, we're watching annabelle tomorrow and you're bound to shit yourself.",523087800212545536
0,0,1,T15114285,1,positive,Semeval-train,"We're in the, what, 5th week of the NFL season, and Danny Amendola and Brian Cushing are both healthy. This is weird.",522915295732568064
0,1,0,T15114290,0,neutral,Semeval-train,If you are a college undergrad and really want to see Greek Life or even just turn up to levels you can't imagine be @ UCLA Fri &amp; USC Sat.,522881513906384896
0,0,1,T15114292,1,positive,Semeval-train,@vampirestalkers what merch will you be selling from TVD at walker stalker con? I'm going to be there on Sunday and would love to know :),522838219109314560
0,1,0,T15114294,0,neutral,Semeval-train,West Indies players to fly back on their own expense after the 4th ODI in Dharamsala,523070010101469184
0,0,1,T15114298,1,positive,Semeval-train,Come on @ShamrockRovers let's not give up on finishing 3rd for the Europa league,520639360233115648
0,0,1,T15114301,1,positive,Semeval-train,"definitely going to go see Annabelle tomorrow night by myself, in Brenham, idc.",523091069693480960
0,0,1,T15114303,1,positive,Semeval-train,Friday Night Lights... Cheer on Bishop McNamara at home tonight as they take on St. Ignatius! Sophomore game... http://t.co/uM6TodySB6,523050792891473920
0,0,1,T15114305,1,positive,Semeval-train,Hope our boy Fabian Delph gets a start tomorrow and continues to produce the quality performances us Villans are used to! #comeonengland UTV,520889957523927040
0,0,1,T15114308,1,positive,Semeval-train,It's that time again Friday night Lights if u free come watch my gryphons beat gaither tonight....,523057571742384128
0,1,0,T15114310,0,neutral,Semeval-train,Remember that time that Mellie had 'Americas Baby' 2nd season? Why isn't there a toddler running around the White House? #scandal,523002149823709184
1,0,0,T15114311,-1,negative,Semeval-train,"@SteveMaricle you guys are really putting Stoops in an awkward place... I mean, Heupel was his 1st quarterback. They have 14 yrs of history",521031878598754304
1,0,0,T15114313,-1,negative,Semeval-train,"Angry Rodgers denies Sterling refused to play for England: Roy Hodgson claimed on Tuesday the winger was ""too ... http://t.co/vbkNTrJMZw",523004731774345216
1,0,0,T15114317,-1,negative,Semeval-train,@Nita_Reid I haven't been able to watch TVD live these days due to Football. Every Thurs there is high school FB going on at 8pm. Like WTF!,522886416951283712
0,0,1,T15114320,1,positive,Semeval-train,@stormewarren Great Call in by that Marine who is surprising his Family with a Disney trip. That is how u Take Back ur Friday My Man. Awsome,523074655004131328
0,1,0,T15114325,0,neutral,Semeval-train,"The @TodaysPigskin Podcast is live, as @Pat_Whitehurst and columnists from the network talk NFL and CFB. Listen here: http://t.co/4Sf5Wb4kLl",522884980452888576
0,1,0,T15114326,0,neutral,Semeval-train,Ducks are ready for the ITA Northwest Regional Championships starting tomorrow! Get the full scoop here: http://t.co/SQIQkycN5p,522920053826547712
1,0,0,T15114328,-1,negative,Semeval-train,Hey James Franklin when I play madden and I get sacked on 3rd and have to punt I don't let the clock run down to call a timeout to punt,521120995479154688
0,1,0,T15114337,0,neutral,Semeval-train,Fabian Delph may miss England's next games amid fears he may have a serious shoulder injury - http://t.co/ZgxNLrgMc0 http://t.co/VdUIeg6bnM,522994068478263296
1,0,0,T15114341,-1,negative,Semeval-train,If you think  the Browns should or will trade Manziel you're an idiot. Aaron Rodgers sat behind Favre for multiple years.,522551832476790784
0,1,0,T15114353,0,neutral,Semeval-train,Stoops says one of his players will miss 1st half vs LSU - self imposed penalty for what he calls selfishness on the field. No name given,521694043622113280
1,0,0,T15114361,-1,negative,Semeval-train,"ppl always like

""OMG I fucking hate TVD now""

But there they sit every Thursday In front of their TVs 20 min before the episode starts",522918560067092480
0,1,0,T15114363,0,neutral,Semeval-train,"Green Bay Packers:  Five keys to defeating the Panthers in week seven: Aaron Rodgers
On Sunday, ... http://t.co/anCHQjSLh9 #NFL #Packers",522887492333084672
0,1,0,T15114364,0,neutral,Semeval-train,.@GrantWahl What's with Euro soccer leagues having Europa League for 2nd-tier teams? And domestic cups? All sports have quirks.,522954588282822656
0,0,1,T15114366,1,positive,Semeval-train,Its Friday that means Friday Night Lights good luck at all the football teams out there tonight,523081059362426880
0,0,1,T15114368,1,positive,Semeval-train,Seriously nothing better than playing under the Friday Night Lights,523101755299860480
0,1,0,T15114370,0,neutral,Semeval-train,"Friday Night Lights are on the agenda, and pigskin of the pro kind, as well, as the Gazette's Jeff Linder... http://t.co/Zg6MfRksDr",523094840314458112
1,0,0,T15114371,-1,negative,Semeval-train,Brian Cushing out for Thursday.  Mike Mohamed and Justin Tuggle on Dwayne Allen and Coby Fleener is going to be a problem. #Texans,519259031165480960
0,0,1,T15114373,1,positive,Semeval-train,Saw you like Disney @joaannawoolley @felicity1wish @Kaellee_ - we'd love to see you at our show tomorrow or Sunday! http://t.co/IxPmOoo0jQ,523050432084856832
0,1,0,T15114376,0,neutral,Semeval-train,"I honestly think that from now until May(ish), the only thing I'm gonna look forward to on Fridays is watching the Vampire Diaries!",522880245590790144
0,1,0,T15114378,0,neutral,Semeval-train,"@KirkHerbstreit What's ur take on job Stoops is doing @ UK? 2-10 to 5-1, a missed call away from 6-0 and sole possession of 1st in the East",521337271543660544
0,0,1,T15114380,1,positive,Semeval-train,Go support Lenny Kravitz 1st independent release. He's the Atlas of Black rock.  - https://t.co/1iBn7PXwC5 #iTunes,522900831276765184
0,1,0,T15114382,0,neutral,Semeval-train,@SiriusXMFantasy I sat gates. But I have Olsen instead. Shoulda started both of them instead of Asiata in the flex.,518903825361428480
0,0,1,T15114383,1,positive,Semeval-train,"@TheMattCamp appreciate it!  One more for you if I may; need to SIT 1: Garcon, Alfy, Asiata, Stacy",520967291807485952
0,1,0,T15114385,0,neutral,Semeval-train,"No. 14 UCLA defeats No. 1 Washington, 2-1. Syracuse now controls its own destiny to be No. 1 in the nation, playing at Louisville tomorrow.",522948071827976192
0,1,0,T15114390,0,neutral,Semeval-train,"ETH HM asks Delhi Police to ensure Swachh Bharat drive: On October 2, Modi had paid a surprise visit to the Ma... http://t.co/CaqxiefQ53",518316921528152064
0,1,0,T15114392,0,neutral,Semeval-train,@Mckingmarcus US expands Ebola screenings at airports: An official of the White House said on Fri... http://t.co/yNaFviFNqB @MobilePunch,523080166612807680
0,1,0,T15114393,0,neutral,Semeval-train,"Texans Injury Report: Linebackers Jadeveon Clowney, Brian Cushing Both Sit Out Thursday: By the l... http://t.co/piM5YTqPLA #NFL #Texans",522973880730669056
0,1,0,T15114395,0,neutral,Semeval-train,Have you seen @Atlanta_Falcons Friday Night Lights? Our service powered all of the live-streaming updates. Read more: http://t.co/Lo95Zn5X7A,523096846114119680
1,0,0,T15114402,-1,negative,Semeval-train,"US Sen. Rand Paul calls #Ebola 'incredibly contagious,' says White House should be honest about how it spreads. http://t.co/I6jk73HRJK",523096605767913472
0,1,0,T15114405,0,neutral,Semeval-train,West Indies go home after the Dharamsala 4th ODI. No fifth ODI. No one-off T20. No three-Test series. #Shokingnews #INDvsWI,523069739375935488
0,1,0,T15114416,0,neutral,Semeval-train,"a reminder that while Christian Ponder may be a terrible NFL QB, he's a terrific community member --- http://t.co/biK7rhj8J6",522391065421025280
0,1,0,T15114425,0,neutral,Semeval-train,@BitnerdGX If you have gotten all the Skulltullas in HW do you know the location of the 2nd one in Ruto's 3rd lv weapon? Where it spawns?,522550046123102208
0,1,0,T15114426,0,neutral,Semeval-train,"@MikeClayNFL just got Bradshaw &amp; a 3rd for Asiata, Robert Woods &amp; a 4th in Dynasty. Thoughts? Was using Ivory &amp; Asiata to start w Murray.",520386675005202432
0,1,0,T15114430,0,neutral,Semeval-train,What made Aaron Rodgers so good in the final moments during Sunday's win vs. Mia... - http://t.co/6QZYqDdlDa,522519926985076736
1,0,0,T15114437,-1,negative,Semeval-train,It's not like a guy who's now a 3rd stringer behind CHRISTIAN PONDER and Teddy Bridgewater could lead the Pats to 11 wins one year....,522881330065842176
0,1,0,T15114444,0,neutral,Semeval-train,"""@Reuters: Obama postpones political trip on Wednesday to convene White House meeting about Ebola outbreak: White House"" (Na serious Mata o)",523047954538848256
0,0,1,T15114445,1,positive,Semeval-train,@cctheatreco @CountDeadWomen: want to introduce you 2: you do similar brilliant work.@cctheatreco planning March of Dead Women to Parliament,523043995476578304
0,1,0,T15114449,0,neutral,Semeval-train,Katy Perry 'to perform at the 2015 Super Bowl Halftime Show in February'   http://t.co/w1svThEMcN http://t.co/OO0jZpQQNW,522996634792128512
1,0,0,T15114450,-1,negative,Semeval-train,Aston Villa fear Fabian Delph facing long layoff with shoulder injury: Having been ruled out of Saturday's tri... http://t.co/gzaQjIP4zb,522893208137637888
0,1,0,T15114452,0,neutral,Semeval-train,"pre PM Narendra Modi to Address Top Military Commanders on Friday
Prime Minister Narendra Modi will interact with
http://t.co/X96bXqL7Zd suf",522756352096362496
0,1,0,T15114456,0,neutral,Semeval-train,Stanford will play at San Diego State on November 1st. Saint Mary's goes to Arizona on the 2nd. UCLA hosts UNLV on the 8th.,522907609020383232
1,0,0,T15114459,-1,negative,Semeval-train,"#Texans linebacker Brian Cushing (knee) listed as out for #Colts on Thursday Night Football http://t.co/jGBW7vHVCc #NFL"" are you serious...",519268243664805888
0,1,0,T15114462,0,neutral,Semeval-train,New Delhi: Cricketing legend Sachin Tendulkar Thursday called on Prime Minister Narendra Modi and discussed the... http://t.co/uq1nhOFpLS,523048884571213824
0,0,1,T15114465,1,positive,Semeval-train,"Vampire Diaries, Greys, Scandal, WTGAWM #TGIT  &amp; the Pats Game!! So Happy it's thursday!!",522899051713671168
0,0,1,T15114467,1,positive,Semeval-train,"There's something about Friday Night Lights, you just get chills thinking about it .",523052964312006656
0,1,0,T15114470,0,neutral,Semeval-train,"PM Narendra Modi to Address Top Military Commanders on Friday
Prime Minister Narendra Modi will interact with the
http://t.co/Pu3eyyidMC",522756098739417088
0,1,0,T15114473,0,neutral,Semeval-train,#Occupy is back. 9 day occupation of Parliament sq starts tomorrow with candle lit talks. See events on http://t.co/Xk71lzpucb. #London,522697022722560000
0,1,0,T15114474,0,neutral,Semeval-train,"Futsal: Europa League, W1 D2, L1: 4th 
Redgrift, Wall, P.Brown, Kesic, Goodwin 3, Mrozek 1, Steele &amp; R.Brown
Player of the tournament: Wall",521759347052134400
0,0,1,T15114476,1,positive,Semeval-train,Aaron Rodgers' final drive was incredible. But man he was lucky on 4th and 10 that Grimes slipped over. Threw it leaning back on one foot.,522678073485836288
0,0,1,T15114481,1,positive,Semeval-train,Katy Perry performing at the Super Bowl halftime show in Feb. Damn sure wouldn't mind a wardrobe malfunction..,522922217072783360
0,0,1,T15114485,1,positive,Semeval-train,@TipsyPamby hahaha yeah! Disney! i said that :-) anyway at-least i got you a Friday laughter?? Good to know :-),523063822421336064
0,1,0,T15114488,0,neutral,Semeval-train,Kentucky's Stoops is wary of the Tigers' big-play potential. LSU is 12th in nation in plays of 20 yards or more: http://t.co/XvY5KIZRBp,523095069666983936
0,0,1,T15114497,1,positive,Semeval-train,"""If I have the belief that I can do it, I shall surely acquire the capacity to do it even if I may not have it at the beginning."" - Gandhi",523051046588153856
0,1,0,T15114504,0,neutral,Semeval-train,Some context on Aaron Rodgers interception and win rates trailing in the 2nd half: http://t.co/fnOan3mi2l,522833555135549440
0,1,0,T15114505,0,neutral,Semeval-train,UKenyatta jetting into the country tomorrow yet Ruto hasnt even shed enough tears about his acting Presidency position,519902306146713600
0,0,1,T15114514,1,positive,Semeval-train,Christian Ponder would be proud of that 1st quarter passing outburst for the #Vikings,521353413213581312
0,1,0,T15114521,0,neutral,Semeval-train,Typical Thursday @ UCLA with the crew http://t.co/ZDk0QGddJk,523012607133749248
0,0,1,T15114523,1,positive,Semeval-train,Disney tomorrow just hope this cold lets up :(,523041162203258880
1,0,0,T15114526,-1,negative,Semeval-train,It is not just poor management of the municipal solid waste that may cause failure of Swachh Bharat campaign in Bhopal,521953395851010048
0,0,1,T15114531,1,positive,Semeval-train,@Swamy39 may be one of the reasons why ST so willingly participated in Swachh Bharat on Oct 2..,518609814927056896
0,0,1,T15114533,1,positive,Semeval-train,Jamming out to Disney songs with my roommate = a great way to start a Friday @val_erieeee,523078758186905600
0,1,0,T15114535,0,neutral,Semeval-train,TODAY is the 1st day of Infection Control week.Have a look at HIV infection in Healthcare Settings: http://t.co/Uk2SAmM94o #infectioncontrol,522996164820762624
0,1,0,T15114536,0,neutral,Semeval-train,"Crucial ruling for Thursday in Ruto and Sang ICC case

ICC Judges are set to issue a landmark ruling in the case... http://t.co/OKvWsqzXWU",519540923332448256
0,1,0,T15114540,0,neutral,Semeval-train,"West Indies team to go home after the 4th ODI in Dharamsala. No 5th ODI, no one-off T20 and no three-Test series.... http://t.co/e9EYa4DkVR",523080625251950592
1,0,0,T15114543,-1,negative,Semeval-train,@nolesince92 @dylangilchrist3 @CollegeGameDay You only have 1 more title then us ... And you play in the 2nd worst conference in CFB,522906433713487872
1,0,0,T15114547,-1,negative,Semeval-train,"It's 16 Oct 1834 and the ancient Houses of Parliament are on fire: @parliamentburns is 'live'-tweeting this ""forgotten national catastrophe""",522811462910496768
0,0,1,T15114552,1,positive,Semeval-train,"@DARKNESSIRWIN I'm going to Disney world on October 3rd! If you wanna come on down, come on down!",523028488496762880
1,0,0,T15114555,-1,negative,Semeval-train,Tell me the FIR No. first? @tehseenp @ShashiTharoor Delhi Police under BJP may be wrong in this case,520456899037122560
0,1,0,T15114557,0,neutral,Semeval-train,"@beatonna The incubation period for HIV may last up to 6 months, and may be mistaken for other diseases before the person becomes aware.",522865861007122432
0,1,0,T15114558,0,neutral,Semeval-train,"Money, Cash, &amp; Joe's tries to prognostic the Ohio State game on Saturday along with 10 other CFB tilts: http://t.co/fzB9VCW7AB",522824327041781760
0,0,1,T15114560,1,positive,Semeval-train,"If Todd Gurley isn't the 1st overall pick idk what the hell these NFL scouts are watching, he's by far the most dominant player in CFB",522811012299636736
